"TF1","TF2","TF3","TF4","TF5","TF6","TF7","TF8","TF9","TF10","TF11","TF12","TF13","TF14","TF15","TF16","TF17","TF18","TF19","TF20","TF21","TF22","TF23","TF24","TF25","TF26","TF27","TF28","TF29","TF30","TF31","TF32","TF33","TF34","TF35","TF36","TF37","TF38","TF39","TF40","TF41","TF42","TF43","TF44","TF45","TF46","TF47","TF48","TF49","TF50","TF51","TF52","TF53","TF54","TF55","TF56","TF57","TF58","TF59","TF60","TF61","TF62","TF63","TF64","TF65","TF66","TF67","TF68","TF69","TF70","TF71","TF72","TF73","TF74","TF75","TF76","TF77","TF78","TF79","TF80","TF81","TF82","TF83","TF84","TF85","TF86","TF87","TF88","TF89","TF90","TF91","TF92","TF93","TF94","TF95","TF96","TF97","TF98","TF99","TF100","TF101","TF102","TF103","TF104","TF105","TF106","TF107","TF108","TF109","TF110","TF111","TF112","TF113","TF114","TF115","TF116","TF117","TF118","TF119","TF120","TF121","TF122","TF123","TF124","TF125","TF126","TF127","TF128","TF129","TF130","TF131","TF132","TF133","TF134","TF135","TF136","TF137","TF138","TF139","TF140","TF141","TF142","TF143","TF144","TF145","TF146","TF147","TF148","TF149","TF150","TF151","TF152","TF153","TF154","TF155","TF156","TF157","TF158","TF159","TF160","TF161","TF162","TF163","TF164","TF165","TF166","TF167","TF168","TF169","TF170","TF171","TF172","TF173","TF174","TF175","TF176","TF177","TF178","TF179","TF180","TF181","TF182","TF183","TF184","TF185","TF186","TF187","TF188","TF189","TF190","TF191","TF192","TF193","TF194","TF195","TF196","TF197","TF198","TF199","TF200","TF201","TF202","TF203","TF204","TF205","TF206","TF207","TF208","TF209","TF210","TF211","TF212","TF213","TF214","TF215","TF216","TF217","TF218","TF219","TF220","TF221","TF222","TF223","TF224","TF225","TF226","TF227","TF228","TF229","TF230","TF231","TF232","TF233","TF234","TF235","TF236","TF237","TF238","TF239","TF240","TF241","TF242","TF243","TF244","TF245","TF246","TF247","TF248","TF249","TF250","TF251","TF252","TF253","TF254","TF255","TF256","TF257","TF258","TF259","TF260","TF261","TF262","TF263","TF264","TF265","TF266","TF267","TF268","TF269","TF270","TF271","TF272","TF273","TF274","TF275","TF276","TF277","TF278","TF279","TF280","TF281","TF282","TF283","TF284","TF285","TF286","TF287","TF288","TF289","TF290","TF291","TF292","TF293","TF294","TF295","TF296","TF297","TF298","TF299","TF300"
"TF49",0,0.231925,0,0,0,0,0,0,0,0,0,0,0,0,0.131885,-0.113139,0,0,0.0741204,-0.0769281,0.146819,0,0,0,0,0,0,0,0,0.187337,0,0,0,0,0,0,0,0,0,0,0,0.131901,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13975,-0.0937232,0,0,0,0.145476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181624,0,0,0.0901143,0,0,0,0,0,0.180799,0,0,-0.233464,0.202584,0,0,0.0782518,0,0,-0.182286,0,0,-0.0973467,0,0,0,0,0.0757816,0,0,0,0,0,0,0,0,0,0,0.102387,0,0,0,0,0,0,0,0,-0.115545,0,0.167423,0,0,0,0,0,0,0,0,-0.102494,0,0,0,0,0,0.13654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.208138,0.108662,0,0,0,0,0,0,0,0,0,0.121592,0,0.120023,0,0,0,0,0,0,-0.0935351,0,0,0,0,0,-0.116298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167798,0,0,0,0.0956728,-0.144991,0,0,0,0.118967,0,0,0,0,-0.0745646,0,0,0,-0.174231,0,0,0,0.0888985,0,0,0,0,0,0,0,0,0,0,0.176549,0,-0.0971698,0,0,0,0.0878708,0,0,0,-0.112429,-0.109228,0,0,0,0,0,0,0.156782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TF50",0,-0.0920541,0.128345,0,0,0,0,0.243105,0,0,0,0,0,0,0.120957,0.206839,0,0,0,0,0,0,-0.136239,0,0,0,0,0,0,0,0,0,0,0,0.119931,0,0,0,0,0,0,0,0,0.0754159,0,0,0,0,0,-1,0,0,0,0,0,0,-0.131598,0,0,0,0,0,0,-0.153213,0,0,0.109229,0,0,0,0.0916776,0,0.139176,-0.124848,0,0,0,0,-0.0834053,0,-0.0844826,-0.0802832,0,0,0,0,0,0,0,0,0,0,0,0,0.0895649,0.138834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.298907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116238,0,0,0,0,0,0,0,0,0,0,0,0,-0.125156,0,0,0,0,0,0,0,0,0,0,0.0820459,0,-0.0793525,0,0,0,0,0,0,0,0,-0.136847,0.0979689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802602,0,0,0,0,0,0,0,0,-0.107063,0.133341,0,0,0,0,0,0,0,0.100929,-0.0890441,0,0,0,0,0.112781,0,0,0,0.079068,0,0,-0.0924099,0,0,0.179636,0,0,0,-0.128552,0,0,0,0,0,0,0,0,0,0,0,0.0919885,-0.160284,0,0,0,0,0.103761,0,0,0,0,0,0,0,-0.0881134,0.116567,0.201886,0,0,0,0.143986,0.13791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208869,0,0,0,0,0,0,0,0,0
"TF51",0,-0.126711,-0.142734,0,0.134144,-0.0972212,0,0,0,0,0.0983834,0,0,0,0,0,0,0,0,0.0863721,0.135433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799993,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-0.151304,-0.07527,0,0,0,0,-0.269026,0,0.116591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0839083,0,0,0,0,-0.105911,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162694,0,0.175079,0,0.14962,0,0,0,0,0,0,-0.106749,0,0,0,0,0,0,0,0,0,0,0,-0.170284,0,0,0,-0.0956229,0,0,-0.173636,0,0,0.138043,0,0,-0.128413,0,0,-0.115864,0,-0.0779546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106108,0,0,0,0.128364,0,0,0,0,0,0,0.0736299,0,0,0,0,0,0,0,-0.0837083,0.106941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109221,0,0,0,0,0.16454,0,0,0.132997,0,0,0,0,0,0.206593,0,0,-0.103588,0,0,0,0,0.0821146,0,0,0,0,0,0.115016,0,0,0,0,0,0,0,0,-0.0796382,0,-0.0864292,0,0,0,0.179804,0.212028,0,0,0,0,0,0,0,0,0,-0.123999,0,0,0,0,0
"TF52",0.131927,-0.0763507,0,0,0,-0.134714,0,0.175702,0,0,0,0,0,0,0,-0.0745477,-0.123144,0,0,-0.170558,0,0,0,-0.202441,0,0,0,0,0,0,0,0,0,0,0,0.139308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837525,0,0,0,0,0,0,0,0.191341,0,0,-0.0960292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121561,0,0.223899,0,0,-0.107391,0,0,0,0,0.11062,0,0,0,0,0,0,0,0,0,0.15951,-0.11121,0.111847,0,0,0,0,0,0,0,0,-0.101414,0,0,0,0,0,-0.0985612,0,0.255396,0,0,0,0,0,0,0.179292,0,0,-0.0814021,0,0,0,0,0,0,0,0,0.120267,0,0,0,0,0,0,0,0,0,0,0,-0.0927585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173267,0,0,0,-0.0775579,-0.199783,0,0.114643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.213344,0,0,0.167563,0,0,0,-0.105335,0,0,0,0,0,0,0,0,0,0,-0.150709,0,0,0,0,0,0,0,0,0,0,0,-0.127868,-0.0900683,0.188625,0,0,0,0,0,0,0,0,-0.0823617,0,0,0,0,0.0814001,0,0,0,0,0,-0.111936,0,0.106581,0,0,0,0,0,0,-0.21943,0,0,0,0,0,0,0,0.152673,0.147895,0,0,0,0,0,0,0,0,0,0
"TF53",0,-0.255847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797537,-0.121023,0,0,0,0.115806,0,0,0,0,0.117274,0,0.100369,0,0,0,0.119921,-0.126677,0,0,-0.109865,0.141703,0,0,0,0,0,0,0,0,0,0,0.119233,-0.175906,-1,0,0,0,0,0,-0.190181,0,0,0,0.110406,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922333,0,0,0,-0.0934823,0,0,0,0,0,0,0,0.23376,0,0,0,0,0,0,0,0,0,0.108822,0,0,0,0,0.166695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.341279,0,0,0,0.0911852,0,0,0,-0.0940384,0,0,0,0,0,-0.086336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815873,0,0,0,0,0,0,-0.138,0,0,0,0.0785964,0,0,-0.0969607,0,0.122476,0,0,0,0,0,0.0964192,0,0,0,0,0,0,0,0.110139,0,0,0,0,0,0,0,0,0,0,0,0.180043,0,0,0,0,-0.137554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154176,0,0,0,-0.101284,0,0,0.155102,0,0,0,0,0,0,0,0,0,0.108767,0,0,-0.108511,0,0,0,0,0,0,0,0.0921642,0,0,0,-0.0777519,0,0,0.110398,0,0,0,-0.0871126,0,0,0,0,0,0,0
"TF54",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0800688,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.161759,0,0,0,0,0,0,0,0,0,0,0,0.187604,-0.111349,0,0,0,0.100242,-0.106716,0,-0.0869614,0,0,0,0,0,-1,-0.164692,0,0,0.134136,0,0,0,0.143734,0,0,-0.0988631,0,0.150426,0,0,0,0,0,0.0968026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16287,0,0,0,0,0,0.0972376,0,0,0,0,-0.175956,0,-0.0807262,0,0,0,0,0,0,0,0.142893,0,0,0,0,0,0,0,0,0.159082,0,0,0,0,0,0,0.15884,0,0.164781,0,0,0,0,0,0.08044,0,0,0,-0.0972786,0,0,0,0,0,0,0,-0.146257,-0.147573,0,0,0,0,0.116751,0,-0.155751,0,0.148801,0,0.073635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150983,0,-0.11243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117352,0.173758,0,0.0737924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102284,0,0,-0.0898832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100747,0,-0.0871081,0,-0.0907887,-0.0848561,0,0,0,0,0,0,0,0,0.180736,0
"TF55",0,0,0,0,0,0,0,0,0,0,-0.115379,0,0,0,0,0,0,0,0,0,0.0807066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.161124,0.115209,0,0,0,0,-0.120443,0,0,0,0,-0.12264,0,0.238651,0,0,-0.10852,0,-1,0,0,0,0,0,0,-0.119549,0,0,-0.098649,0,0,0,0.205791,0,0,0.128841,-0.135604,0,0,0,0,0,0.136146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109857,0,0,0,0,0,0,0,0,0,0.137165,0,0,0,0,0,0,0,0,0,-0.133267,0,-0.207746,0.144371,0,0,0,0,0,-0.121998,0,0,-0.224762,0,0,0,0,0,0,0,0,0,0,0,0.0984215,0,0.0944164,0,0,0,0,0,0,0.159249,0,0,0,0.0865249,0,0,0,0,0,0,0,0,0.24463,0,0,0,0,0,-0.148773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.232121,0,0.197921,0,0,0,0,0,0,0,0.150106,0,0,0,0,0,0,0,0.127371,0,0,0,0,0,0,0,0,0,0,-0.111596,0,-0.12196,-0.0820163,0,0,0.136015,0,-0.0858846,0,0,0,0,0,0,0,-0.109647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814365,0.194469,0,0.215662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13481,0,-0.114555,0,0,0,0,0,0.0884112,0,0
"TF56",0,0,0,0,0,-0.116798,-0.0951137,0,0,0,0,0,0,0,0,0,-0.0801062,0,0,0,0,0,0,0,0,0,0,0,-0.190472,0,0,-0.212704,0,0,0,0,-0.121272,-0.227361,0,0,0,0,0,0,0,0,0,0.139008,0,0,0,0,0,0,0,-1,0,0.137008,0,0,0,0.175835,0,0,0,0,0,0,0,0,0,0.0749987,0,0.173749,0,0,0,0,0,0,0,-0.268032,0,0,0,0,0,0,0,0,0.100693,0,0,0,0,0,0,0,0,0,0,0,0,0.112851,0,0,0.141592,0,0,0,0,0,0,0,-0.140887,0,0,0,-0.102512,0.154568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0995898,0.0848025,0,0,0,0,0,0,0,0,0.104928,0,0,0,0,0,0,0,0,0,0,-0.118167,0,0,0,0,0,-0.0814297,0,0,0,0.165287,0,0,0,0,0,-0.0964515,0.0894611,0,0,0,0,0,0,0,0,-0.16936,0,0,0,0,-0.140863,0,-0.143813,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126217,0,-0.0958611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.213765,0,-0.135673,0,0,0,0,0,0,0.0903445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0873086
"TF57",0,0,0,0,0,-0.10426,0,0,0,-0.107888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117644,0,0,0,0,0,0,0,0,0,0,0,0.146533,0,0,0.130181,0,0,0,0.119798,0,0,0,-0.190609,-0.0893961,0,0,0,0,0,0,0,-1,0,0,-0.194414,0,0,0.167078,-0.0801898,0,0.0995121,0,-0.190727,0,0,0,0,0,0,0,0,0,0,0,-0.158011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0774259,0,0,0,0,0,0,-0.188581,0,0,0,0,0,0,0,0,0.163944,0,0,0,-0.128133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0914971,0,-0.147336,0,0,0,-0.175403,0,0,0,0,0.172283,0.117295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.163484,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120333,0,0,0,0,0,0,0,0,0,-0.123857,0,0,0,0,-0.15384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.198368,0,0,0,0,0,0,0,0,0,0.171474,0,0,0,0,0,-0.107542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118345,0,0,0,0,0,0,0,0,-0.0968627,0.131539,0,0,-0.0843541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158244,0.149907,0.19767,0,0,0,0,0,0,-0.11806,0,0,-0.0868583,-0.125991,0,0,0
"TF58",0,0,0,0,0,0,0,-0.0944271,0,0,0,0,0,0,0,0,0.0871171,0,0,0,0,0,0,0,0,0,0,-0.104736,0.146404,0,0,0,0,0,0,0,0,0,0,0,0.167975,0,0,0,0,0,0.167126,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0.179456,0,0,0,0,0,0,0,0,0,0.0994059,0,0,0,0,0,0.14929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154641,0,0,0,-0.142756,0,0,0,0,0,0,0,0,0,0,0,0,-0.115454,0,0.130144,0,0,0,0,0,0,0,-0.242437,0,0.207839,0,0,0,0,0,0,0,0.08942,0,0,0,0,-0.113089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139643,0,0,0,0,-0.0892747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110753,0,0,0.248851,0,0,0,0,-0.152745,0,0,0,0,-0.243237,0,0,0,0.108022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972427,0,-0.0982466,0,0,0,0,0,0,0,0.216738,0,0,0,0.0954749,0,0,0,0,0,0.187983,0,0,0,0,0,0,0,0.126662,0,-0.149684,0,-0.0887085,0.106283,0,0,0,0,0,0,0,0,0,0,0,0.150399,0,0,0,0,0,0,-0.105494,-0.200143,-0.185785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156047,0,0,0,0,0.193173,0,0.152709,0,0.111912
"TF59",0,0,0,0,0,0,0,-0.121572,0,0,0,0,0,0,0,0,0,0.0948529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131078,0,0,0,0,0,0.0870133,0,0,-0.128115,0,0,0,0,0,0,0.138625,0,0.0825907,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.177797,0,0,0,0,0,0,0,0,-0.156035,0,0,0.123274,0.0865437,0,0,0,0,0,0,0,-0.0900079,0.150306,0.185239,0,0,0,0,-0.180279,0,0,0,0,0,0,0,-0.143674,0,-0.110811,0,0,-0.145622,0,0,0,0,0,0,0,0,0,0,0,0.181342,0,0,0,0,-0.201226,0,0,0,0,0,0,-0.171044,0.122207,0,0,0,0,-0.0823343,0,0,0,0,0,0,0.117941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103905,0,0,0,0,-0.127502,0,0,0,0,0,0,0,0,0.0781901,0,0,0,0,0,0,0,0,0,0,0,-0.0855682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0910851,0,0,0,0,0,0,0,0,0,0,0,-0.0898486,0,0,0,0,0,0.145782,0.10588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812871,0,0,0,0,0,0.148941,0.149422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0869931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10757,0,0,0,0,-0.205528,0,0,0,0,0,0
"TF60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0871506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15039,0,0,0,0,0,0,0,-1,0,0,-0.0831819,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16228,0,-0.169884,0.14121,0,0.0734519,0,-0.117876,0.10877,0,0,0.0986605,0,0,0.102397,0,0,0,0,0,-0.124472,0,0,0,0.148166,0,0,0,-0.0813897,0,0,0,0,0.103173,0.0792265,0,-0.0992085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823893,0,0,0,0,0,0,0,-0.124697,0,0,0,0,0,0,0,0,0,0,0,0,-0.222119,-0.0874161,0,0,0,0,0.132886,0,0.114358,0,0,0,0,0,0.081547,0,0,-0.146239,0.0966039,0,0,0,0,0,0,0,0,0,0,0,0.219307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0985041,0,-0.103712,0,0,0,0,0,0,0,0,0,0,-0.124678,-0.128045,0,0,-0.124994,0,0,0,0,0,0,0,0,0.167055,0,0,0,-0.0972871,-0.228269,-0.0910249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114283,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126413,0,0,0,0,0,0,0,0,0,0,0,-0.114758,0,0,0,-0.366211,0.0794776,0,-0.073659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1072,0,0
"TF61",0,0,0,0,0,0,-0.145133,-0.154624,0,0,0,0.135828,0,0,0,0.136564,0,0,0,0,0,0,0,0,0,-0.157749,0,0,0,0,0,0,0,0,0,0,-0.17972,0,0,0,0,0,0,0,0.127544,0,0,0,0,0,0.0993825,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-0.168124,0,0,0,0,-0.0783674,0,0,0.169577,0,0,0,0,0,0,-0.121335,0,0,0,0,0,0,0,0,0,0,0,0,-0.117662,0,-0.18647,0,0,0,0,0,0,0,-0.0783649,0,-0.0908896,0,0,0,0,0,0,0,0,0,0,0,0,-0.115375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0802104,0,0,-0.0918288,0,0,0,0,0,0,0,0,0,0.077853,0.0737542,0,0,0,0,0,0,0,0,0,0,0,0,0.111495,0,0,-0.151899,0,0,0.176164,0,0,0,0,0,0,0,0.0904375,0,0,0,0.0858003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0919832,0,0,0,0,0,0,0,0,-0.18228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261357,0,-0.238605,0,0,0,0,0,0,-0.116929,0,0,0,0,0,0,0,0,0,0,0.0748603,-0.155968,0.108216,0,0,0,0,0,0,0,0,0,0,0,0,0.138479,0,0,0,0,0,0.178025,0,0,-0.112862,0,0,0,-0.0904574,0,-0.102563,0,0,0.098716,0,0,-0.0836231,0,0,0,0
"TF62",0,0,0,0,0,0,0,0,0,-0.0862164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134031,0,0,0.0977769,0,0,0,0,0,0,0,0,-0.0779075,0,0,0,0,-0.0981805,0,-1,0,0,0,0,0,0,0,0,0,-0.165034,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.177023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101264,0,0,0,0,-0.105443,0,0,0,0,0,0,0,-0.119288,0.187683,0,0,0,0,0,0,0,0,0,0,0.137918,0.150489,0,0.144577,0.0753929,0,0,0,0,0,0,0,0,0,0,0.215653,0,0,0,-0.0943953,0,0,0,0,0.147975,-0.0795235,0,0,0.0849059,0,0,0,0,0,0,0,0,0.102816,0,0,0,0,0,0,-0.1037,0,-0.151595,0,0,0,0,0.118005,0,0,0,0,0.0768489,0,0,0,0,-0.109648,0,0,0.2206,0,0,0.0937502,0,0,0,0,0,0,0,0,-0.173056,0,0,0,0,0,0,0,0,-0.0745551,0,-0.0771928,0,0,0,0,-0.110509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134723,0,0,0,0,0,-0.144691,0,0,0,0,0,0,0,0,0,0,0,0.0888304,0,0,0,0,0,0,0,0,0,0.0991473,0,0,0,0,0,0,0,0,0,0,0,0,-0.163902,0,0,0,0,0,0,0.198917,0,0.131733,0,0,0
"TF63",0,0,0,0,0.12861,0,0,-0.119381,-0.107801,0,0,0,0,0,0,-0.130142,0,0,-0.101429,0,0,0,0,0,0,0,0,0,0,-0.112975,0,0,0,0,0,0,-0.104175,0,0.253808,0,0.0931639,0,0,0,0,0,0,0,-0.0846425,0,0,0,0,-0.123065,0,0,0.0977481,0,0,-0.101552,0,0,-1,0.192214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124577,0,0,0,-0.114444,0,0,0,0,0,0,0,0,-0.108735,0.186373,0,0,0,0,0,0,0,0,0,0,-0.0994053,0,0,-0.076275,0,0,0,0,-0.181465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112812,0,0.127157,0,0,-0.0759163,0,0,0,0,0,-0.217756,0,-0.0852605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0770819,0,0,-0.136804,0,0,0,0,0,0,0,0,0.109075,0,0,0,0,0,0,0,0,-0.0827415,0,0,-0.0757891,0,0,0,0,0,0,0,0,0,0,0,0,-0.0848636,0,0,0,0,0,0,0,0,0,0,0,0,-0.0865217,0,0,0,0,0.148357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104943,-0.247701,0,0,0,0,0,0,0.116817,0,0.221394,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139285,0,0,0,0,0,0,0,0,0,0,0,0.0859532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177535,0,0,0,-0.115102,0,0,0,0,-0.128204,0,0,-0.0959085,0,0,0,0
"TF64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0836951,0.0807031,-0.156236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.087261,0,0,0,0,0.185465,0,0,0,-0.169668,0,0,-0.186833,0,0,0,0,0,0,-1,0,0,0,0,0,0.134722,0,0,-0.213559,0.114897,-0.100194,0.0735891,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106399,0,0.112859,0,0,0,0,0,0,0.248674,0,0,0,0,0.0905157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780041,0,0.0759947,0,-0.189525,0,0,0.202039,0,0,0,0,0,0,0,-0.088087,0,-0.193278,-0.222818,0,0,0.135871,0,0,0,0,0,0,0,0,0,0,0,0.135939,0,0,0,0,0.197717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175421,0,0,-0.124787,0,0,0,0,-0.0815065,0,0,0,0,0,0,-0.0962643,0,0,0,0,0,0,0.0981454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793448,0,0.147278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0987111,0,0,0,0,-0.174875,-0.115562,0,0,0,0,0,0,0,0,0,0,-0.0778916,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105409,0,0,0,0,0,0,0,0,-0.210189,0,0,-0.213068,0,0,0,0,-0.172,0,0.0833038,0,0,0,0,0,0,0
